vid_id,blink_count,frames,age_grp,gender,time_of_day,bpf,label
883,120,433,1,1,4,0.277136258660508,1
884,335,343,2,1,4,0.97667638483965,1
885,26,329,2,1,4,0.0790273556231003,1
886,0,525,3,0,4,0.0,1
887,11,339,3,1,1,0.0324483775811209,1
888,307,307,3,0,4,1.0,1
889,12,329,0,1,3,0.0364741641337386,1
890,0,341,2,1,1,0.0,1
891,103,296,3,0,4,0.3479729729729729,1
892,54,311,1,1,3,0.1736334405144694,1
893,107,537,3,1,4,0.1992551210428305,1
894,0,328,4,0,3,0.0,1
895,0,294,4,0,4,0.0,1
896,29,531,2,0,4,0.0546139359698681,1
897,30,333,3,1,4,0.09009009009009,1
898,6,349,3,0,4,0.0171919770773638,1
899,74,560,3,0,4,0.1321428571428571,1
900,98,341,2,1,4,0.2873900293255132,1
901,0,523,2,0,2,0.0,1
902,0,295,3,0,3,0.0,1
903,40,567,3,0,4,0.0705467372134038,1
904,20,359,0,1,3,0.0557103064066852,1
905,38,382,0,1,2,0.0994764397905759,1
906,38,389,4,0,4,0.0976863753213367,1
907,114,525,3,1,1,0.2171428571428571,1
908,45,667,3,0,2,0.0674662668665667,1
909,1,637,3,0,4,0.0015698587127158,1
910,0,292,3,0,3,0.0,1
911,15,329,4,0,4,0.0455927051671732,1
912,0,647,4,0,4,0.0,1
913,208,634,1,1,4,0.3280757097791798,1
914,2,307,1,0,4,0.006514657980456,1
915,1,352,1,0,4,0.002840909090909,1
916,17,484,3,1,4,0.0351239669421487,1
917,37,448,2,1,4,0.0825892857142857,1
918,39,472,3,1,4,0.0826271186440678,1
919,51,534,1,0,4,0.095505617977528,1
920,1,371,4,0,1,0.0026954177897574,1
921,0,296,0,0,4,0.0,1
922,6,616,3,0,4,0.0097402597402597,1
923,595,602,2,0,3,0.9883720930232558,1
924,48,1248,1,1,4,0.0384615384615384,1
925,0,356,3,0,4,0.0,1
926,0,333,3,1,4,0.0,1
927,0,697,2,0,4,0.0,1
928,1,376,2,0,4,0.0026595744680851,1
929,0,462,2,1,4,0.0,1
930,350,448,1,1,4,0.78125,1
931,14,319,2,1,4,0.0438871473354232,1
932,19,484,3,0,3,0.0392561983471074,1
933,93,494,3,0,4,0.1882591093117409,1
934,0,377,2,1,4,0.0,1
935,22,540,2,1,3,0.0407407407407407,1
936,20,297,2,1,4,0.0673400673400673,1
937,0,455,4,0,0,0.0,1
938,0,369,3,0,2,0.0,1
939,0,511,2,0,4,0.0,1
940,71,309,1,1,1,0.2297734627831715,1
941,268,494,2,1,4,0.5425101214574899,1
942,15,495,3,0,1,0.0303030303030303,1
943,0,470,3,0,2,0.0,1
944,0,342,3,1,1,0.0,1
945,0,761,1,0,3,0.0,1
946,46,462,1,1,2,0.0995670995670995,1
947,70,641,2,1,4,0.1092043681747269,1
948,109,434,0,1,1,0.2511520737327189,1
949,24,686,2,1,2,0.0349854227405247,1
950,131,763,1,1,0,0.1716906946264744,1
951,90,1176,1,1,4,0.0765306122448979,1
952,0,700,0,1,1,0.0,1
953,139,351,2,1,2,0.396011396011396,1
954,24,376,2,1,4,0.0638297872340425,1
955,0,531,4,0,4,0.0,1
956,0,542,3,1,4,0.0,1
957,54,418,1,1,1,0.1291866028708134,1
958,50,392,1,1,4,0.1275510204081632,1
959,7,482,2,1,2,0.0145228215767634,1
960,206,345,3,1,4,0.5971014492753624,1
961,32,323,1,1,3,0.0990712074303405,1
962,36,460,2,1,4,0.0782608695652174,1
963,411,692,2,0,4,0.5939306358381503,1
964,0,451,2,1,4,0.0,1
965,0,348,3,1,0,0.0,1
966,0,364,3,0,3,0.0,1
967,36,412,2,1,4,0.087378640776699,1
968,3,300,2,1,1,0.01,1
969,0,356,2,1,4,0.0,1
970,11,476,2,1,4,0.0231092436974789,1
971,32,354,1,0,4,0.0903954802259887,1
972,2,311,3,1,4,0.0064308681672025,1
973,463,533,3,1,2,0.8686679174484052,1
974,313,318,2,0,4,0.9842767295597484,1
975,39,304,1,1,4,0.1282894736842105,1
976,16,328,2,1,4,0.048780487804878,1
977,22,651,1,1,3,0.0337941628264208,1
978,87,757,3,1,3,0.1149273447820343,1
979,8,335,2,0,4,0.0238805970149253,1
980,116,383,3,1,4,0.3028720626631854,1
981,83,372,2,1,4,0.2231182795698924,1
982,54,845,4,0,2,0.0639053254437869,1
983,0,406,3,1,4,0.0,1
984,0,339,2,1,4,0.0,1
985,29,343,1,1,4,0.0845481049562682,1
986,361,828,2,1,4,0.4359903381642512,1
987,49,575,3,0,4,0.0852173913043478,1
988,6,455,3,0,4,0.0131868131868131,1
989,116,960,3,1,4,0.1208333333333333,1
990,82,305,1,1,4,0.2688524590163934,1
991,40,402,1,0,4,0.099502487562189,1
992,50,718,1,1,4,0.0696378830083565,1
993,29,409,1,1,4,0.0709046454767726,1
994,22,316,1,1,1,0.0696202531645569,1
995,41,548,1,0,3,0.0748175182481751,1
996,1,312,2,0,3,0.0032051282051282,1
997,24,438,2,1,3,0.0547945205479452,1
998,21,344,1,1,4,0.0610465116279069,1
999,4,335,2,1,4,0.0119402985074626,1
